Current Team,Last_Name,First_Name,No,Position,Pos_OVR,Pos_Prime,Pos_Second,Yr,Ht,Wt,DOB,Hometown,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League,City,State_Province,Country,Captaincy,Shoots
Clarkson,Avakyan,Nick,60,G,G,G,,,"6'1""",185.0,2004,"Glendale, CA, USA",73.0,,,,,,Glendale,CA,USA,,L
Clarkson,Soderwall,Shane,30,G,G,G,,,"6'2""",185.0,2002,"Algonquin, IL, USA",74.0,,,,,,Algonquin,IL,USA,,R
Clarkson,Brassington,Ty,44,D,D,D,,,"6'1""",185.0,2004,"White Rock, BC, CAN",73.0,,,,,,White Rock,BC,CAN,,L
Clarkson,Houle,Noah,3,D,D,D,,,"6'1""",192.0,2003,"Montréal, QC, CAN",73.0,,,,,,Montréal,QC,CAN,,R
Clarkson,Mayich,Matthew,21,D,D,D,,,"6'2""",196.0,2004,"Stoney Creek, ON, CAN",74.0,,,,,,Stoney Creek,ON,CAN,,L
Clarkson,Sarsland,Tristan,5,D,D,D,,,"6'1""",203.0,2004,"Wayzata, MN, USA",73.0,,,,,,Wayzata,MN,USA,,R
Clarkson,Sookro,Bryce,72,D,D,D,,,"6'1""",223.0,2004,"Nelson, BC, CAN",73.0,,,,,,Nelson,BC,CAN,,R
Clarkson,Sparkes,Jack,55,D,D,D,,,"6'8""",238.0,2003,"Ottawa, ON, CAN",80.0,,,,,,Ottawa,ON,CAN,,R
Clarkson,Taylor,Tate,27,D,D,D,,,"5'11""",174.0,2004,"Richmond, BC, CAN",71.0,,,,,,Richmond,BC,CAN,,R
Clarkson,Bargholtz,Erik,9,F,F,F,,,"6'1""",194.0,2001,"Appleton, WI, USA",73.0,,,,,,Appleton,WI,USA,,R
Clarkson,Bottrill,Ryan,16,F,F,F,,,"6'1""",185.0,2002,"Scottsdale, AZ, USA",73.0,,,,,,Scottsdale,AZ,USA,,R
Clarkson,Côté,Justin,92,C,F,C,,,"5'6""",163.0,2004,"Salaberry-de-Valleyfield, QC, CAN",66.0,,,,,,Salaberry-de-Valleyfield,QC,CAN,,L
Clarkson,Gélinas,Rémi,,C,F,C,,,"6'0""",187.0,2005,"Deux-Montagnes, QC, CAN",72.0,,,,,,Deux-Montagnes,QC,CAN,,L
Clarkson,Hellyer,Conyr,28,F,F,F,,,"6'3""",209.0,2004,"Okotoks, AB, CAN",75.0,,,,,,Okotoks,AB,CAN,,L
Clarkson,Huchette,Mikael,91,C,F,C,,,"6'3""",198.0,2003,"Longueuil, QC, CAN",75.0,,,,,,Longueuil,QC,CAN,,R
Clarkson,Letourneau,Jace,81,F,F,F,,,"6'5""",190.0,2004,"Arnprior, ON, CAN",77.0,,,,,,Arnprior,ON,CAN,,L
Clarkson,Mangan,Jared,20,C,F,C,,,"5'10""",172.0,2003,"Charleston, SC, USA",70.0,,,,,,Charleston,SC,USA,,L
Clarkson,Misaljevic,Adrian,86,C,F,C,,,"5'11""",174.0,2004,"Woodbridge, ON, CAN",71.0,,,,,,Woodbridge,ON,CAN,,L
Clarkson,Moberg,Oliver,23,RW,F,RW,,,"6'3""",201.0,2003,"Bromma, SWE",75.0,,,,,,Bromma,,SWE,,L
Clarkson,O'Donnell,Shawn,13,F,F,F,,,"5'11""",181.0,2003,"Pittsburgh, PA, USA",71.0,,,,,,Pittsburgh,PA,USA,,L
Clarkson,Pakulak,Luke,29,F,F,F,,,"6'4""",205.0,2003,"Surrey, BC, CAN",76.0,,,,,,Surrey,BC,CAN,,R
Clarkson,Sigurdson,Talon,14,F,F,F,,,"6'2""",181.0,2002,"Sartell, MN, USA",74.0,,,,,,Sartell,MN,USA,,R
Clarkson,Smith,Colton,18,LW,F,LW,,,"6'3""",209.0,2004,"Hershey, PA, USA",75.0,,,,,,Hershey,PA,USA,,L
Clarkson,Sukovic,Luka,11,F,F,F,,,"6'3""",201.0,2003,"Lincolnshire, IL, USA",75.0,,,,,,Lincolnshire,IL,USA,,R
Clarkson,Steensel,Owen Van,19,LW,F,LW,,,"5'10""",185.0,2004,"Ilderton, ON, CAN",70.0,,,,,,Ilderton,ON,CAN,,L
Colgate,Dyck,Reid,37,G,G,G,,,"6'4""",196.0,2004,"Winkler, MB, CAN",76.0,,,,,,Winkler,MB,CAN,,L
Colgate,Haas,Nick,30,G,G,G,,,"6'4""",194.0,2001,"Williamsville, NY, USA",76.0,,,,,,Williamsville,NY,USA,,L
Colgate,Olson,Jack,35,G,G,G,,,"6'1""",174.0,2003,"St. Louis Park, MN, USA",73.0,,,,,,St. Louis Park,MN,USA,,R
Colgate,Takacs,Andrew,1,G,G,G,,,"6'2""",190.0,2001,"Bowie, MD, USA",74.0,,,,,,Bowie,MD,USA,,L
Colgate,Fernandez,Antonio,11,D,D,D,,,"5'8""",179.0,2003,"San Jose, CA, USA",68.0,,,,,,San Jose,CA,USA,,R
Colgate,Malboeuf,Luke,28,D,D,D,,,"6'0""",190.0,2005,"Monroeville, PA, USA",72.0,,,,,,Monroeville,PA,USA,,R
Colgate,Merner,Brett,27,D,D,D,,,"6'1""",181.0,2004,"Nanaimo, BC, CAN",73.0,,,,,,Nanaimo,BC,CAN,,R
Colgate,Metz,Bobby,6,D,D,D,,,"5'9""",179.0,2001,"Detroit, MI, USA",69.0,,,,,,Detroit,MI,USA,,R
Colgate,Napier,Jacob,5,D,D,D,,,"6'2""",205.0,2003,"Lancaster, NY, USA",74.0,,,,,,Lancaster,NY,USA,,L
Colgate,Neumeier,Michael,3,D,D,D,,,"6'2""",194.0,2003,"Kerrobert, SK, CAN",74.0,,,,,,Kerrobert,SK,CAN,,L
Colgate,Niedermayer,Joshua,26,D,D,D,,,"6'0""",185.0,2004,"Newport Beach, CA, USA",72.0,,,,,,Newport Beach,CA,USA,,L
Colgate,Norlin,Isaiah,9,D,D,D,,,"6'6""",205.0,2003,"Minneapolis, MN, USA",78.0,,,,,,Minneapolis,MN,USA,,R
Colgate,Brandt,Jack,14,F,F,F,,,"5'10""",170.0,2004,"Columbus, OH, USA",70.0,,,,,,Columbus,OH,USA,,L
Colgate,Dadiè,Simone,10,F,F,F,,,"6'2""",205.0,2003,"Brunico, ITA",74.0,,,,,,Brunico,,ITA,,L
Colgate,Doucette,Tyson,25,C,F,C,,,"6'0""",181.0,2004,"Sault Ste. Marie, ON, CAN",72.0,,,,,,Sault Ste. Marie,ON,CAN,,L
Colgate,Labelle,Simon,7,LW,F,LW,,,"5'10""",176.0,2002,"Ottawa, ON, CAN",70.0,,,,,,Ottawa,ON,CAN,,L
Colgate,Nagel,Max,13,F,F,F,,,"5'8""",161.0,2004,"West St. Paul, MN, USA",68.0,,,,,,West St. Paul,MN,USA,,R
Colgate,Neuharth,Owen,23,C,F,C,,,"5'11""",176.0,2001,"Prior Lake, MN, USA",71.0,,,,,,Prior Lake,MN,USA,,R
Colgate,Newton,Robby,22,F,F,F,,,"5'9""",194.0,2001,"Milwaukee, WI, USA",69.0,,,,,,Milwaukee,WI,USA,,R
Colgate,Panetta,Daniel,12,C,F,C,,,"5'10""",174.0,2001,"Belleville, ON, CAN",70.0,,,,,,Belleville,ON,CAN,,L
Colgate,Patella,Davide,29,C,F,C,,,"6'2""",194.0,2004,"Laval, QC, CAN",74.0,,,,,,Laval,QC,CAN,,L
Colgate,Rexine,Nicholas,21,C,F,C,,,"6'2""",194.0,2002,"Syracuse, NY, USA",74.0,,,,,,Syracuse,NY,USA,,R
Colgate,Schneider,Jake,24,RW,F,RW,,,"5'11""",198.0,2002,"Plymouth, MN, USA",71.0,,,,,,Plymouth,MN,USA,,R
Colgate,Spinale,Ryan,19,F,F,F,,,"6'6""",216.0,2004,"Plymouth, MA, USA",78.0,,,,,,Plymouth,MA,USA,,R
Colgate,Sullivan,Ryan,16,F,F,F,,,"6'2""",190.0,2002,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
Colgate,Wainwright,Easton,20,C,F,C,,,"5'10""",190.0,2005,"Mount Hope, ON, CAN",70.0,,,,,,Mount Hope,ON,CAN,,L
Colorado College,Dempsey,Beckham,1,G,G,G,,,"6'1""",183.0,2004,"Wayne, IL, USA",73.0,,,,,,Wayne,IL,USA,,L
Colorado College,Mbereko,Kaidan,33,G,G,G,,,"5'11""",185.0,2003,"West Bloomfield, MI, USA",71.0,,,,,,West Bloomfield,MI,USA,,L
Colorado College,Unger,Jackson,30,G,G,G,,,"6'2""",190.0,2005,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,R
Colorado College,Baer,Nick,15,D,D,D,,,"6'0""",185.0,2004,"Minnetonka, MN, USA",72.0,,,,,,Minnetonka,MN,USA,,R
Colorado College,Blais-Savoie,Philippe,7,D,D,D,,,"6'1""",196.0,2005,"San Jose, CA, USA",73.0,,,,,,San Jose,CA,USA,,L
Colorado College,Burkholder,Max,4,D,D,D,,,"5'9""",176.0,2003,"Chaska, MN, USA",69.0,,,,,,Chaska,MN,USA,,R
Colorado College,Constance,Seth,3,D,D,D,,,"6'2""",187.0,2004,"Northville, MI, USA",74.0,,,,,,Northville,MI,USA,,R
Colorado College,Koering,Ryan,5,D,D,D,,,"6'4""",194.0,2005,"Eden Prairie, MN, USA",76.0,,,,,,Eden Prairie,MN,USA,,L
Colorado College,Mann,Matteo,27,D,D,D,,,"6'6""",229.0,2004,"Sackville, NB, CAN",78.0,,,,,,Sackville,NB,CAN,,R
Colorado College,Roberts,Colton,6,D,D,D,,,"6'4""",209.0,2006,"Ridge Meadows, BC, CAN",76.0,,,,,,Ridge Meadows,BC,CAN,,R
Colorado College,Scott,Fisher,18,D,D,D,,,"6'2""",185.0,2004,"Carbondale, CO, USA",74.0,,,,,,Carbondale,CO,USA,,L
Colorado College,Alexander,Ryan,21,C,F,C,LW,,"5'11""",176.0,2002,"Toronto, ON, CAN",71.0,,,,,,Toronto,ON,CAN,,L
Colorado College,Beckner,Owen,9,C,F,C,,,"6'2""",190.0,2005,"Victoria, BC, CAN",74.0,,,,,,Victoria,BC,CAN,,L
Colorado College,Björck,Wilson,26,LW,F,LW,C,,"6'0""",165.0,2006,"Stockholm, SWE",72.0,,,,,,Stockholm,,SWE,,L
Colorado College,Brisson,Jordan,22,F,F,F,,,"6'2""",190.0,2003,"Manhattan Beach, CA, USA",74.0,,,,,,Manhattan Beach,CA,USA,,L
Colorado College,Hvidston,Connor,14,C,F,C,,,"6'3""",185.0,2004,"Tisdale, SK, CAN",75.0,,,,,,Tisdale,SK,CAN,,L
Colorado College,Kozlina,Shane,12,F,F,F,,,"5'11""",174.0,2004,"Cranberry Township, PA, USA",71.0,,,,,,Cranberry Township,PA,USA,,L
Colorado College,Lindberg,Gavin,20,F,F,F,,,"6'1""",194.0,2004,"Fergus Falls, MN, USA",73.0,,,,,,Fergus Falls,MN,USA,,R
Colorado College,Link,Bret,10,RW,F,RW,LW,,"6'3""",196.0,2002,"Anchorage, AK, USA",75.0,,,,,,Anchorage,AK,USA,,R
Colorado College,Lisowsky,Brandon,8,LW,F,LW,,,"5'9""",183.0,2004,"Port Coquitlam, BC, CAN",69.0,,,,,,Port Coquitlam,BC,CAN,,L
Colorado College,Montgomery,Drew,29,F,F,F,,,"5'11""",174.0,2003,"Grand Forks, ND, USA",71.0,,,,,,Grand Forks,ND,USA,,L
Colorado College,Mrsic,Mateo,19,F,F,F,,,"5'11""",185.0,2004,"Cloverdale, BC, CAN",71.0,,,,,,Cloverdale,BC,CAN,,L
Colorado College,Mrsic,Tomas,17,C,F,C,,,"6'0""",174.0,2006,"Surrey, BC, CAN",72.0,,,,,,Surrey,BC,CAN,,L
Colorado College,Schuurman,Brayden,28,C,F,C,RW,,"5'10""",201.0,2004,"Abbotsford, BC, CAN",70.0,,,,,,Abbotsford,BC,CAN,,R
Colorado College,Steenari,Merril,13,F,F,F,,,"5'10""",181.0,2004,"Aliso Viejo, CA, USA",70.0,,,,,,Aliso Viejo,CA,USA,,R
Colorado College,Stuart,Riley,25,F,F,F,,,"6'2""",209.0,2002,"Phoenix, AZ, USA",74.0,,,,,,Phoenix,AZ,USA,,R
Colorado College,Veinbergs,Klavs,24,C,F,C,LW,,"6'3""",212.0,2003,"Riga, LAT",75.0,,,,,,Riga,,LAT,,L
Connecticut,Hendrickson,Kam,,G,G,G,,,"6'2""",185.0,2006,"Chanhassen, MN, USA",74.0,,,,,,Chanhassen,MN,USA,,R
Connecticut,Sanborn,Ryan,,G,G,G,,,"6'2""",190.0,2005,"Brookfield, CT, USA",74.0,,,,,,Brookfield,CT,USA,,L
Connecticut,Allain-Samaké,Anthony,,D,D,D,,,"6'2""",183.0,2007,"Gatineau, QC, CAN",74.0,,,,,,Gatineau,QC,CAN,,L
Connecticut,Dunphy,Brendan,,D,D,D,,,"6'5""",207.0,2006,"San Diego, CA, USA",77.0,,,,,,San Diego,CA,USA,,L
Connecticut,Blais,Alexandre,,LW,F,LW,C,,"5'10""",176.0,2005,"Longueuil, QC, CAN",70.0,,,,,,Longueuil,QC,CAN,,L
Connecticut,Dezainde,Carlin,,F,F,F,,,"5'11""",172.0,2004,"Calgary, AB, CAN",71.0,,,,,,Calgary,AB,CAN,,L
Connecticut,Odyniec,Joseph,,RW,F,RW,,,"6'2""",201.0,2004,"Washington, DC, USA",74.0,,,,,,Washington,DC,USA,,R
Connecticut,Richard,Jake,19,RW,F,RW,LW,,"6'1""",194.0,2004,"Jacksonville, FL, USA",73.0,,,,,,Jacksonville,FL,USA,,R
Connecticut,Whitcomb,Ethan,71,RW,F,RW,LW,,"6'4""",209.0,2004,"St. Catharines, ON, CAN",76.0,,,,,,St. Catharines,ON,CAN,,L
Cornell,Cournoyer,Alexis,30,G,G,G,,,"6'4""",205.0,2005,"Trois-Rivières, QC, CAN",76.0,,,,,,Trois-Rivières,QC,CAN,,L
Cornell,Katz,Justin,37,G,G,G,,,"6'2""",183.0,2004,"Mont-Royal, QC, CAN",74.0,,,,,,Mont-Royal,QC,CAN,,R
Cornell,Keopple,Remington,33,G,G,G,,,"6'2""",190.0,2002,"Hudson, WI, USA",74.0,,,,,,Hudson,WI,USA,,L
Cornell,Roest,Erick,40,G,G,G,,,"6'0""",181.0,2004,"Lethbridge, AB, CAN",72.0,,,,,,Lethbridge,AB,CAN,,L
Cornell,Ashton,Luke,27,D,D,D,,,"6'6""",238.0,2005,"North Vancouver, BC, CAN",78.0,,,,,,North Vancouver,BC,CAN,,L
Cornell,Fegaras,George,6,D,D,D,,,"6'2""",212.0,2004,"Richmond Hill, ON, CAN",74.0,,,,,,Richmond Hill,ON,CAN,,R
Cornell,Fisher,Michael,16,D,D,D,,,"6'2""",194.0,2004,"Westborough, MA, USA",74.0,,,,,,Westborough,MA,USA,,R
Cornell,Gorski,Hudson,2,D,D,D,,,"6'3""",181.0,2005,"Scotch Plains, NJ, USA",75.0,,,,,,Scotch Plains,NJ,USA,,R
Cornell,Hamilton,Donovan,26,D,D,D,,,"6'3""",198.0,2005,"Buffalo, NY, USA",75.0,,,,,,Buffalo,NY,USA,,L
Cornell,McCrady,Luke,7,D,D,D,,,"6'3""",185.0,2005,"Calgary, AB, CAN",75.0,,,,,,Calgary,AB,CAN,,L
Cornell,Mosko,Marian,13,D,D,D,,,"6'0""",185.0,2004,"Zilina, SVK",72.0,,,,,,Zilina,,SVK,,L
Cornell,O'Brien,Jack,3,D,D,D,,,"6'0""",183.0,2003,"White Rock, BC, CAN",72.0,,,,,,White Rock,BC,CAN,,L
Cornell,Stanley,Hoyt,5,D,D,D,,,"6'3""",201.0,2005,"West Vancouver, BC, CAN",75.0,,,,,,West Vancouver,BC,CAN,,R
Cornell,Veilleux,Xavier,4,D,D,D,,,"6'1""",192.0,2006,"L'Ancienne-Lorette, QC, CAN",73.0,,,,,,L'Ancienne-Lorette,QC,CAN,,L
Cornell,Wolfenberg,Nicholas,24,D,D,D,,,"6'2""",212.0,2004,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,R
Cornell,Arsenault,Connor,19,LW,F,LW,,,"6'2""",212.0,2006,"Saint John, NB, CAN",74.0,,,,,,Saint John,NB,CAN,,L
Cornell,Castagna,Jonathan,38,C,F,C,,,"6'2""",203.0,2005,"Etobicoke, ON, CAN",74.0,,,,,,Etobicoke,ON,CAN,,L
Cornell,Catalano,Tyler,15,C,F,C,RW,,"6'4""",216.0,2004,"St. Louis, MO, USA",76.0,,,,,,St. Louis,MO,USA,,R
Cornell,DeSantis,Nick,28,F,F,F,,,"5'9""",163.0,2002,"Collegeville, PA, USA",69.0,,,,,,Collegeville,PA,USA,,R
Cornell,Devlin,Luke,8,C,F,C,,,"6'3""",209.0,2004,"Memphis, TN, USA",75.0,,,,,,Memphis,TN,USA,,L
Cornell,DiGiulian,Giovanni,18,LW,F,LW,,,"6'1""",161.0,2005,"South Burlington, VT, USA",73.0,,,,,,South Burlington,VT,USA,,R
Cornell,Donaldson,Sean,11,LW,F,LW,,,"5'11""",192.0,2001,"Vancouver, BC, CAN",71.0,,,,,,Vancouver,BC,CAN,,L
Cornell,Hiscock,Reegan,21,LW,F,LW,,,"6'5""",209.0,2004,"St. John's, NL, CAN",77.0,,,,,,St. John's,NL,CAN,,L
Cornell,Kraft,Jacob,10,C,F,C,,,"5'8""",181.0,2003,"Rochester, NY, USA",68.0,,,,,,Rochester,NY,USA,,L
Cornell,Long,Aiden,17,LW,F,LW,RW,,"6'2""",209.0,2005,"Mono, ON, CAN",74.0,,,,,,Mono,ON,CAN,,L
Cornell,Major,Charlie,9,F,F,F,,,"5'10""",179.0,2004,"Skaneateles, NY, USA",70.0,,,,,,Skaneateles,NY,USA,,R
Cornell,Murray,Parker,29,F,F,F,,,"6'5""",229.0,2003,"Manhattan Beach, CA, USA",77.0,,,,,,Manhattan Beach,CA,USA,,L
Cornell,Pirtle,Chase,22,F,F,F,,,"6'2""",176.0,2005,"Far Hills, NJ, USA",74.0,,,,,,Far Hills,NJ,USA,,R
Cornell,Ryan,Caton,12,LW,F,LW,,,"6'1""",185.0,2006,"San Francisco, CA, USA",73.0,,,,,,San Francisco,CA,USA,,L
Cornell,Wallace,Winter,23,RW,F,RW,,,"6'4""",223.0,2002,"Boulder, CO, USA",76.0,,,,,,Boulder,CO,USA,,R
Cornell,Walsh,Ryan,14,C,F,C,RW,,"6'1""",187.0,2003,"Rochester, NY, USA",73.0,,,,,,Rochester,NY,USA,,R
Dartmouth,Clarke,Roan,32,G,G,G,,,"6'3""",190.0,2003,"Cloverdale, BC, CAN",75.0,,,,,,Cloverdale,BC,CAN,,L
Dartmouth,Croteau,Emmett,70,G,G,G,,,"6'4""",209.0,2003,"Bonnyville, AB, CAN",76.0,,,,,,Bonnyville,AB,CAN,,L
Dartmouth,Roberts,Mike,31,G,G,G,,,"6'1""",194.0,2002,"Wilton, CT, USA",73.0,,,,,,Wilton,CT,USA,,L
Dartmouth,Busconi,Tim,12,D,D,D,,,"6'1""",170.0,2004,"Milton, MA, USA",73.0,,,,,,Milton,MA,USA,,R
Dartmouth,Charpentier,Eric,2,D,D,D,,,"6'3""",205.0,2002,"Silver Spring, MD, USA",75.0,,,,,,Silver Spring,MD,USA,,L
Dartmouth,Cleaves,Cooper,22,D,D,D,,,"6'4""",205.0,2006,"Riverside, CT, USA",76.0,,,,,,Riverside,CT,USA,,R
Dartmouth,Desilets,Owen,43,D,D,D,,,"6'1""",174.0,2004,"Airdrie, AB, CAN",73.0,,,,,,Airdrie,AB,CAN,,L
Dartmouth,Devlin,Brock,20,D,D,D,,,"5'10""",165.0,2005,"Mission Viejo, CA, USA",70.0,,,,,,Mission Viejo,CA,USA,,L
Dartmouth,Foley,C.J.,4,D,D,D,,,"5'11""",174.0,2004,"Hanover, MA, USA",71.0,,,,,,Hanover,MA,USA,,R
Dartmouth,Fusco,Matthew,6,D,D,D,,,"5'11""",194.0,2003,"Westwood, MA, USA",71.0,,,,,,Westwood,MA,USA,,R
Dartmouth,Grable,Colin,9,D,D,D,,,"6'2""",196.0,2003,"Spring Lake, NJ, USA",74.0,,,,,,Spring Lake,NJ,USA,,R
Dartmouth,McRae,Tucker,5,D,D,D,,,"6'0""",190.0,2001,"Calgary, AB, CAN",72.0,,,,,,Calgary,AB,CAN,,L
Dartmouth,Clarke,Andrew,21,F,F,F,,,"5'11""",170.0,2004,"Creve Coeur, MO, USA",71.0,,,,,,Creve Coeur,MO,USA,,R
Dartmouth,Cleaves,Hank,18,F,F,F,,,"6'4""",201.0,2003,"Riverside, CT, USA",76.0,,,,,,Riverside,CT,USA,,L
Dartmouth,Cummings,Brock,71,C,F,C,,,"6'2""",194.0,2005,"Mississauga, ON, CAN",74.0,,,,,,Mississauga,ON,CAN,,L
Dartmouth,Grahme,Tyler,27,C,F,C,,,"5'11""",185.0,2004,"Bloomington, MN, USA",71.0,,,,,,Bloomington,MN,USA,,R
Dartmouth,Krause,Alexander,95,F,F,F,,,"6'1""",190.0,2001,"Calabasas, CA, USA",73.0,,,,,,Calabasas,CA,USA,,L
Dartmouth,MacDonald,Cameron,15,F,F,F,,,"5'9""",185.0,2002,"Surrey, BC, CAN",69.0,,,,,,Surrey,BC,CAN,,R
Dartmouth,Morin,Nathan,11,LW,F,LW,,,"5'9""",150.0,2004,"St-Augustin-de-Desmaures, QC, CAN",69.0,,,,,,St-Augustin-de-Desmaures,QC,CAN,,L
Dartmouth,Nikora,Nikita,7,C,F,C,,,"5'10""",170.0,2004,"St. Petersburg, RUS",70.0,,,,,,St. Petersburg,,RUS,,L
Dartmouth,Salani,Austin,8,F,F,F,,,"6'2""",194.0,2003,"Hancock, MI, USA",74.0,,,,,,Hancock,MI,USA,,R
Dartmouth,Schelling,Ryan,26,F,F,F,,,"6'0""",174.0,2004,"Airmont, NY, USA",72.0,,,,,,Airmont,NY,USA,,R
Dartmouth,Schenk,Joshua,13,F,F,F,,,"6'0""",163.0,2004,"Whitehorse, YT, CAN",72.0,,,,,,Whitehorse,YT,CAN,,R
Dartmouth,Silverberg,Jack,86,F,F,F,,,"5'9""",165.0,2004,"Sherwood Park, AB, CAN",69.0,,,,,,Sherwood Park,AB,CAN,,R
Dartmouth,Stavroff,Hayden,10,F,F,F,,,"5'11""",190.0,2004,"Dublin, OH, USA",71.0,,,,,,Dublin,OH,USA,,R
Dartmouth,Stefanek,Jason,92,F,F,F,,,"5'11""",165.0,2004,"Yorba Linda, CA, USA",71.0,,,,,,Yorba Linda,CA,USA,,R
Dartmouth,Vuorio,Oskari,24,C,F,C,,,"5'9""",174.0,2004,"Espoo, FIN",69.0,,,,,,Espoo,,FIN,,L
Denver,Geisel,Paxton,30,G,G,G,,,"6'1""",190.0,2004,"Estevan, SK, CAN",73.0,,,,,,Estevan,SK,CAN,,L
Denver,Hicks,Johnny,31,G,G,G,,,"5'11""",154.0,2005,"Kamloops, BC, CAN",71.0,,,,,,Kamloops,BC,CAN,,L
Denver,Miller,Quentin,29,G,G,G,,,"6'3""",187.0,2004,"Montréal, QC, CAN",75.0,,,,,,Montréal,QC,CAN,,L
Denver,Anderson,Kent,21,D,D,D,,,"6'3""",205.0,2003,"Calgary, AB, CAN",75.0,,,,,,Calgary,AB,CAN,,R
Denver,Ashcroft,Cale,3,D,D,D,,,"5'10""",185.0,2004,"St. Albert, AB, CAN",70.0,,,,,,St. Albert,AB,CAN,,L
Denver,Brown,Garrett,5,D,D,D,,,"6'3""",190.0,2004,"San Jose, CA, USA",75.0,,,,,,San Jose,CA,USA,,R
Denver,Buckberger,Boston,9,D,D,D,,,"5'11""",172.0,2003,"Saskatoon, SK, CAN",71.0,,,,,,Saskatoon,SK,CAN,,L
Denver,Jamieson,Eric,15,D,D,D,,,"6'3""",205.0,2005,"Calgary, AB, CAN",75.0,,,,,,Calgary,AB,CAN,,L
Denver,Pitner,Tory,2,D,D,D,,,"6'1""",190.0,2006,"Greenwich, CT, USA",73.0,,,,,,Greenwich,CT,USA,,R
Denver,Pohlkamp,Eric,23,D,D,D,,,"5'11""",205.0,2004,"Brainerd, MN, USA",71.0,,,,,,Brainerd,MN,USA,,R
Denver,Whipple,Alec,6,D,D,D,,,"6'0""",181.0,2004,"Far Hills, NJ, USA",72.0,,,,,,Far Hills,NJ,USA,,R
Denver,Burrows,Hagen,13,C,F,C,,,"6'3""",176.0,2005,"Orono, MN, USA",75.0,,,,,,Orono,MN,USA,,R
Denver,Caswell,Clarke,25,LW,F,LW,,,"5'11""",181.0,2006,"Brandon, MB, CAN",71.0,,,,,,Brandon,MB,CAN,,L
Denver,Cebrian,Kieran,24,F,F,F,,,"6'2""",194.0,2003,"Denver, CO, USA",74.0,,,,,,Denver,CO,USA,,L
Denver,Chyzowski,Kyle,16,F,F,F,,,"5'10""",170.0,2004,"Surrey, BC, CAN",70.0,,,,,,Surrey,BC,CAN,,L
Denver,Epperson,Kristian,8,LW,F,LW,,,"6'0""",185.0,2006,"Mequon, WI, USA",72.0,,,,,,Mequon,WI,USA,,L
Denver,Fisher,Jake,19,C,F,C,LW,,"6'2""",192.0,2005,"Woodbury, MN, USA",74.0,,,,,,Woodbury,MN,USA,,L
Denver,Harris,Sam,12,LW,F,LW,,,"5'11""",185.0,2003,"San Diego, CA, USA",71.0,,,,,,San Diego,CA,USA,,L
Denver,Lajoy,Peter,17,F,F,F,,,"5'7""",165.0,2002,"Evergreen, CO, USA",67.0,,,,,,Evergreen,CO,USA,,L
Denver,Lorenz,Rieger,14,LW,F,LW,C,,"6'2""",194.0,2004,"Calgary, AB, CAN",74.0,,,,,,Calgary,AB,CAN,,L
Denver,McMorrow,Brendan,22,LW,F,LW,,,"6'0""",190.0,2006,"Lakeville, MN, USA",72.0,,,,,,Lakeville,MN,USA,,L
Denver,Milburn,Brady,10,C,F,C,,,"6'1""",194.0,2005,"Kamloops, BC, CAN",73.0,,,,,,Kamloops,BC,CAN,,L
Denver,Nelson,Payton,18,F,F,F,,,"5'11""",174.0,2005,"Centennial, CO, USA",71.0,,,,,,Centennial,CO,USA,,R
Denver,Reeder,James,27,RW,F,RW,,,"5'10""",168.0,2005,"Glenview, IL, USA",70.0,,,,,,Glenview,IL,USA,,R
Denver,Salminen,Samu,11,C,F,C,LW,,"6'2""",185.0,2003,"Helsinki, FIN",74.0,,,,,,Helsinki,,FIN,,L
Denver,Varkonyi,Reid,28,C,F,C,,,"5'10""",183.0,2006,"Sherwood Park, AB, CAN",70.0,,,,,,Sherwood Park,AB,CAN,,L
Ferris State,Hedquist,Hobie,,G,G,G,,,"6'2""",194.0,2003,"Heron Lake, MN, USA",74.0,,,,,,Heron Lake,MN,USA,,L
Ferris State,Rupprecht,Noah,,G,G,G,,,"5'11""",179.0,2002,"Thief River Falls, MN, USA",71.0,,,,,,Thief River Falls,MN,USA,,L
Ferris State,Mesic,Jack,,D,D,D,,,"5'11""",185.0,2002,"Plymouth, MI, USA",71.0,,,,,,Plymouth,MI,USA,,R
Ferris State,Morse,Brian,,D,D,D,,,"6'1""",165.0,2003,"Fresno, CA, USA",73.0,,,,,,Fresno,CA,USA,,R
Ferris State,Piironen,Valtteri,,D,D,D,,,"6'4""",201.0,2001,"Pyhäselkä, FIN",76.0,,,,,,Pyhäselkä,,FIN,,L
Ferris State,Brown,Caden,,C,F,C,,,"5'11""",190.0,2003,"St. Louis, MO, USA",71.0,,,,,,St. Louis,MO,USA,,L
Ferris State,Dukovac,Max,,F,F,F,,,"6'2""",181.0,2002,"Aurora, IL, USA",74.0,,,,,,Aurora,IL,USA,,L
Ferris State,Giesbrecht,Gavin,,F,F,F,,,"6'0""",181.0,2004,"Abbotsford, BC, CAN",72.0,,,,,,Abbotsford,BC,CAN,,R
Ferris State,Lundy,John,,F,F,F,,,"5'9""",163.0,2001,"Brooklyn, NY, USA",69.0,,,,,,Brooklyn,NY,USA,,L
